ID,Customer Name,Customer Type,Customer Group,Territory,Mobile No,Email Id,Default Price List,Billing Currency,From Lead,Industry,Website,Tax ID,Customer POS id,Salutation,Gender
CUST-B2C-5721,Dr. Annemarie Höfig B.Eng.,Individual,B2C,Switzerland,+49(0)1424727075,drannemariehöfigbeng@example.com,Standard Selling,EUR,,,,,,Mrs,Female
CUST-B2C-2766,Prof. Friedemann Loos MBA.,Individual,Retail,Germany,04691 05834,proffriedemannloosmba@example.com,Standard Selling,EUR,,,,,,Mr,Female
CUST-B2C-1764,Jacob Meyer-Johann,Individual,Retail,Switzerland,+49(0)3505 506168,jacobmeyerjohann@example.com,Standard Selling,EUR,,,,,,Ms,Male
CUST-B2C-9735,Ing. Loni Nette,Individual,Retail,Germany,(01011) 636895,ingloninette@example.com,Standard Selling,EUR,,,,,,Mr,Female
CUST-B2C-8960,Frank Langern-Langern,Individual,B2C,Switzerland,+49 (0) 4232 179807,franklangernlangern@example.com,Standard Selling,EUR,,,,,,Dr,Male
CUST-B2C-5086,Waltraut Schüler,Individual,B2C,Austria,+49 (0) 4793 047114,waltrautschüler@example.com,Standard Selling,EUR,,,,,,Dr,Female
CUST-B2C-4950,Janusz Junitz,Individual,B2C,Germany,(01939) 81147,januszjunitz@example.com,Standard Selling,EUR,,,,,,Ms,Male
CUST-B2C-3640,Marlene Kambs,Individual,B2C,Austria,+49(0)2285 18701,marlenekambs@example.com,Standard Selling,EUR,,,,,,Ms,Male
CUST-B2C-1075,Martin Tlustek B.A.,Individual,Retail,Switzerland,+49(0)5872480734,martintlustekba@example.com,Standard Selling,EUR,,,,,,Dr,Female
CUST-B2C-1731,Bert Weiß,Individual,B2C,Germany,(04777) 58816,bertweiß@example.com,Standard Selling,EUR,,,,,,Mr,Other
CUST-B2C-2592,Prof. Walburga Trüb,Individual,Retail,Switzerland,(07608) 42595,profwalburgatrüb@example.com,Standard Selling,EUR,,,,,,Ms,Female
CUST-B2C-5594,Prof. Celal Hölzenbecher B.Eng.,Individual,B2C,Germany,+49(0) 575605696,profcelalhölzenbecherbeng@example.com,Standard Selling,EUR,,,,,,Mrs,Male
CUST-B2C-6341,Siglinde Wieloch,Individual,B2C,Switzerland,+49(0)7841 40611,siglindewieloch@example.com,Standard Selling,EUR,,,,,,Ms,Female
CUST-B2C-4272,Andrea Ernst-Freudenberger,Individual,B2C,Switzerland,+49(0)0178351967,andreaernstfreudenberger@example.com,Standard Selling,EUR,,,,,,Prof,Other
CUST-B2C-6334,Denise Tschentscher,Individual,Retail,Switzerland,+49(0)1562 41546,denisetschentscher@example.com,Standard Selling,EUR,,,,,,Mr,Female
CUST-B2C-8752,Gudula Gutknecht-Fechner,Individual,Retail,Switzerland,(06092) 97415,gudulagutknechtfechner@example.com,Standard Selling,EUR,,,,,,Dr,Other
CUST-B2C-9000,Maria Flantz-Geisler,Individual,B2C,Germany,(04375) 54467,mariaflantzgeisler@example.com,Standard Selling,EUR,,,,,,Dr,Male
CUST-B2C-4611,Prof. Pierre Bolzmann,Individual,B2C,Germany,+49(0)6956 37864,profpierrebolzmann@example.com,Standard Selling,EUR,,,,,,Prof,Other
CUST-B2C-9758,Ing. Yasemin Sorgatz,Individual,Retail,Austria,(09654) 689503,ingyaseminsorgatz@example.com,Standard Selling,EUR,,,,,,Mrs,Other
CUST-B2C-5652,Carl-Heinz Hamann,Individual,B2C,Germany,(02430) 42403,carlheinzhamann@example.com,Standard Selling,EUR,,,,,,Mrs,Female
CUST-B2C-2975,Zlatko Langern,Individual,Retail,Switzerland,01821260517,zlatkolangern@example.com,Standard Selling,EUR,,,,,,Ms,Female
CUST-B2C-4481,Milena Weinhold,Individual,B2C,Germany,0488582266,milenaweinhold@example.com,Standard Selling,EUR,,,,,,Mr,Other
CUST-B2C-2766,Marliese Hendriks,Individual,Retail,Germany,04848 40537,marliesehendriks@example.com,Standard Selling,EUR,,,,,,Dr,Other
CUST-B2C-2576,Regina Thies B.A.,Individual,Retail,Switzerland,04890336899,reginathiesba@example.com,Standard Selling,EUR,,,,,,Dr,Female
CUST-B2C-6469,Lidija Sorgatz,Individual,B2C,Germany,+49(0)6254593992,lidijasorgatz@example.com,Standard Selling,EUR,,,,,,Ms,Male
CUST-B2C-3040,Almuth Mangold,Individual,B2C,Austria,0623319908,almuthmangold@example.com,Standard Selling,EUR,,,,,,Mr,Female
CUST-B2C-7931,Henri Bolander,Individual,Retail,Switzerland,06121601873,henribolander@example.com,Standard Selling,EUR,,,,,,Mrs,Female
CUST-B2C-9318,Patric Börner,Individual,Retail,Switzerland,+49(0)5837414350,patricbörner@example.com,Standard Selling,EUR,,,,,,Mr,Other
CUST-B2C-1916,Herr Heinfried Lehmann B.Sc.,Individual,Retail,Germany,+49(0)9339 85417,herrheinfriedlehmannbsc@example.com,Standard Selling,EUR,,,,,,Mr,Male
CUST-B2C-3174,Ing. Meike Kraushaar,Individual,Retail,Austria,+49 (0) 4389 605015,ingmeikekraushaar@example.com,Standard Selling,EUR,,,,,,Prof,Male
CUST-B2C-3683,Dr. Heinz-Dieter Mies B.Sc.,Individual,B2C,Germany,+49(0)2327036405,drheinzdietermiesbsc@example.com,Standard Selling,EUR,,,,,,Ms,Female
CUST-B2C-8452,Dr. Alberto Finke,Individual,Retail,Austria,+49(0)5784759068,dralbertofinke@example.com,Standard Selling,EUR,,,,,,Mr,Female
CUST-B2C-7392,Univ.Prof. Damaris Zobel,Individual,B2C,Austria,01029937632,univprofdamariszobel@example.com,Standard Selling,EUR,,,,,,Dr,Male
CUST-B2C-6864,Gundi Scholz,Individual,Retail,Germany,0845222854,gundischolz@example.com,Standard Selling,EUR,,,,,,Dr,Other
CUST-B2C-7312,Heidelinde Striebitz,Individual,B2C,Switzerland,01028 807806,heidelindestriebitz@example.com,Standard Selling,EUR,,,,,,Mrs,Female
CUST-B2C-2966,Herr Danny Rörricht,Individual,Retail,Switzerland,0564481033,herrdannyrörricht@example.com,Standard Selling,EUR,,,,,,Mr,Female
CUST-B2C-6605,Ing. Elisa Ladeck B.Sc.,Individual,B2C,Switzerland,+49 (0) 1617 669987,ingelisaladeckbsc@example.com,Standard Selling,EUR,,,,,,Mrs,Male
CUST-B2C-6954,Pascale Reichmann MBA.,Individual,Retail,Austria,(03735) 070361,pascalereichmannmba@example.com,Standard Selling,EUR,,,,,,Mrs,Female
CUST-B2C-1131,Dr. Ehrentraud Scholl,Individual,B2C,Switzerland,+49(0)8808 330808,drehrentraudscholl@example.com,Standard Selling,EUR,,,,,,Mr,Male
CUST-B2C-6489,Mikhail Baum,Individual,B2C,Switzerland,+49(0)0153 514854,mikhailbaum@example.com,Standard Selling,EUR,,,,,,Mrs,Other
CUST-B2C-6969,Frau Stephanie Wilmsen,Individual,B2C,Germany,+49(0)3108 053756,fraustephaniewilmsen@example.com,Standard Selling,EUR,,,,,,Ms,Female
CUST-B2C-5491,Süleyman Ruppersberger B.A.,Individual,Retail,Germany,+49 (0) 2516 453103,süleymanruppersbergerba@example.com,Standard Selling,EUR,,,,,,Prof,Female
CUST-B2C-9739,Adam Holzapfel,Individual,B2C,Austria,08960 56095,adamholzapfel@example.com,Standard Selling,EUR,,,,,,Prof,Female
CUST-B2C-8969,Eckhart Nohlmans,Individual,B2C,Switzerland,+49(0) 905215909,eckhartnohlmans@example.com,Standard Selling,EUR,,,,,,Dr,Other
CUST-B2C-7456,Dipl.-Ing. Claudius Gotthard,Individual,B2C,Germany,+49(0) 908937296,diplingclaudiusgotthard@example.com,Standard Selling,EUR,,,,,,Prof,Male
CUST-B2C-9544,Winfried Kensy-Lehmann,Individual,B2C,Switzerland,(04407) 76712,winfriedkensylehmann@example.com,Standard Selling,EUR,,,,,,Mrs,Other
CUST-B2C-6535,Carina Hartmann,Individual,Retail,Austria,+49(0) 332056866,carinahartmann@example.com,Standard Selling,EUR,,,,,,Mr,Other
CUST-B2C-5055,Cornelius Geißler,Individual,B2C,Austria,+49(0)1917 170790,corneliusgeißler@example.com,Standard Selling,EUR,,,,,,Mr,Male
CUST-B2C-8939,Svetlana Trub,Individual,Retail,Switzerland,+49(0)6655 468207,svetlanatrub@example.com,Standard Selling,EUR,,,,,,Prof,Male
CUST-B2C-7131,Hanns Förster B.Eng.,Individual,Retail,Austria,0013143533,hannsförsterbeng@example.com,Standard Selling,EUR,,,,,,Dr,Male
CUST-B2C-8541,Lieschen Klapp,Individual,Retail,Austria,+49(0)0631951747,lieschenklapp@example.com,Standard Selling,EUR,,,,,,Ms,Other
CUST-B2C-3157,Viktor Kensy,Individual,Retail,Switzerland,09304484118,viktorkensy@example.com,Standard Selling,EUR,,,,,,Mrs,Female
CUST-B2C-2801,Klaus-D. Staude-Schmiedt,Individual,B2C,Germany,+49(0)6232 720894,klausdstaudeschmiedt@example.com,Standard Selling,EUR,,,,,,Dr,Male
CUST-B2C-3186,Dipl.-Ing. Inna Hande,Individual,B2C,Austria,+49(0)4063 374844,diplinginnahande@example.com,Standard Selling,EUR,,,,,,Prof,Female
CUST-B2C-8087,Konstantinos Etzold,Individual,Retail,Austria,08441542708,konstantinosetzold@example.com,Standard Selling,EUR,,,,,,Prof,Female
CUST-B2C-7328,Prof. Orhan Weller,Individual,Retail,Austria,+49(0)1089772141,proforhanweller@example.com,Standard Selling,EUR,,,,,,Prof,Other
CUST-B2C-3564,Nicole Scholl-Riehl,Individual,Retail,Switzerland,0960713460,nicoleschollriehl@example.com,Standard Selling,EUR,,,,,,Mrs,Male
CUST-B2C-4964,Univ.Prof. Nadeschda Grein Groth,Individual,Retail,Austria,+49(0)2013625196,univprofnadeschdagreingroth@example.com,Standard Selling,EUR,,,,,,Dr,Female
CUST-B2C-2101,Klaus-D. Holsten-Birnbaum,Individual,B2C,Germany,+49(0)5164332121,klausdholstenbirnbaum@example.com,Standard Selling,EUR,,,,,,Dr,Other
CUST-B2C-5459,Mariechen Trapp MBA.,Individual,B2C,Austria,05625 243623,mariechentrappmba@example.com,Standard Selling,EUR,,,,,,Ms,Male
CUST-B2C-8451,Elmar Franke-Kreusel,Individual,B2C,Germany,+49(0) 064627266,elmarfrankekreusel@example.com,Standard Selling,EUR,,,,,,Mr,Male
CUST-B2C-3483,Rüdiger Wilmsen,Individual,B2C,Austria,+49(0)3754899117,rüdigerwilmsen@example.com,Standard Selling,EUR,,,,,,Mr,Other
CUST-B2C-8336,Jens-Peter Kensy,Individual,B2C,Switzerland,+49(0) 248624892,jenspeterkensy@example.com,Standard Selling,EUR,,,,,,Mr,Other
CUST-B2C-4484,Zeki Käster,Individual,B2C,Austria,0517804315,zekikäster@example.com,Standard Selling,EUR,,,,,,Ms,Female
CUST-B2C-9720,Herr Diethard Kade,Individual,B2C,Germany,+49(0)8136 397417,herrdiethardkade@example.com,Standard Selling,EUR,,,,,,Prof,Other
CUST-B2C-6241,Dipl.-Ing. Irmtraut Kraus,Individual,B2C,Switzerland,09188254297,diplingirmtrautkraus@example.com,Standard Selling,EUR,,,,,,Mr,Other
CUST-B2C-9599,Marc Steinberg-Killer,Individual,B2C,Austria,+49(0)2991 29908,marcsteinbergkiller@example.com,Standard Selling,EUR,,,,,,Dr,Female
CUST-B2C-3081,Univ.Prof. Eva-Maria Rörricht B.Sc.,Individual,Retail,Switzerland,(04691) 941496,univprofevamariarörrichtbsc@example.com,Standard Selling,EUR,,,,,,Mrs,Female
CUST-B2C-6687,Anna-Luise Albers-Kruschwitz,Individual,B2C,Germany,+49(0)7017746799,annaluisealberskruschwitz@example.com,Standard Selling,EUR,,,,,,Ms,Other
CUST-B2C-2993,Uli Wiek,Individual,Retail,Austria,(07065) 419467,uliwiek@example.com,Standard Selling,EUR,,,,,,Prof,Male
CUST-B2C-9501,Dipl.-Ing. Ludwig Seip,Individual,Retail,Austria,07115 58256,diplingludwigseip@example.com,Standard Selling,EUR,,,,,,Mr,Other
CUST-B2C-8338,Herr Gebhard Schomber MBA.,Individual,B2C,Germany,+49(0) 569739522,herrgebhardschombermba@example.com,Standard Selling,EUR,,,,,,Prof,Other
CUST-B2C-5082,Corina Herrmann,Individual,Retail,Germany,+49(0)0016 830139,corinaherrmann@example.com,Standard Selling,EUR,,,,,,Mr,Female
CUST-B2C-4525,Lene Graf MBA.,Individual,B2C,Austria,0068801509,lenegrafmba@example.com,Standard Selling,EUR,,,,,,Dr,Female
CUST-B2C-8268,Karl-Peter Eigenwillig,Individual,B2C,Switzerland,+49(0)2586 970151,karlpetereigenwillig@example.com,Standard Selling,EUR,,,,,,Ms,Male
CUST-B2C-1140,Felix Bloch-Otto,Individual,Retail,Austria,+49(0)1444 02015,felixblochotto@example.com,Standard Selling,EUR,,,,,,Mr,Other
CUST-B2C-7643,Dr. Tassilo Heß B.Eng.,Individual,B2C,Germany,(06112) 09873,drtassiloheßbeng@example.com,Standard Selling,EUR,,,,,,Dr,Other
CUST-B2C-9214,Gitta Fröhlich,Individual,Retail,Germany,+49(0) 020594482,gittafröhlich@example.com,Standard Selling,EUR,,,,,,Dr,Female
CUST-B2C-7253,Univ.Prof. Annie Schlosser B.Sc.,Individual,Retail,Germany,08250 696870,univprofannieschlosserbsc@example.com,Standard Selling,EUR,,,,,,Ms,Female
CUST-B2C-7450,Carl-Heinz Mans-Ruppersberger,Individual,B2C,Germany,+49(0)1013227543,carlheinzmansruppersberger@example.com,Standard Selling,EUR,,,,,,Mr,Female
CUST-B2C-6970,Margrit Zimmer,Individual,B2C,Austria,+49(0)3391 98937,margritzimmer@example.com,Standard Selling,EUR,,,,,,Mrs,Male
CUST-B2C-4753,Edda Bolander B.Sc.,Individual,B2C,Switzerland,01716 602599,eddabolanderbsc@example.com,Standard Selling,EUR,,,,,,Prof,Female
CUST-B2C-1047,Janko Müller,Individual,Retail,Switzerland,(01943) 347876,jankomüller@example.com,Standard Selling,EUR,,,,,,Dr,Male
CUST-B2C-8349,Jose Sontag,Individual,B2C,Austria,01640725463,josesontag@example.com,Standard Selling,EUR,,,,,,Mr,Female
CUST-B2C-1817,Prof. Samira Junk B.A.,Individual,Retail,Switzerland,+49(0)9402 72106,profsamirajunkba@example.com,Standard Selling,EUR,,,,,,Prof,Other
CUST-B2C-1556,Oxana Kade-Jäntsch,Individual,Retail,Germany,+49(0)6624 886241,oxanakadejäntsch@example.com,Standard Selling,EUR,,,,,,Ms,Other
CUST-B2C-3508,Dipl.-Ing. Helmtrud Jäntsch,Individual,Retail,Austria,+49(0)0496 305571,diplinghelmtrudjäntsch@example.com,Standard Selling,EUR,,,,,,Mrs,Male
CUST-B2C-4536,Rupert Ritter-Löwer,Individual,B2C,Germany,+49(0)4921318154,rupertritterlöwer@example.com,Standard Selling,EUR,,,,,,Ms,Female
CUST-B2C-9704,Ing. Holger Hörle B.Sc.,Individual,Retail,Austria,+49(0)0732 165281,ingholgerhörlebsc@example.com,Standard Selling,EUR,,,,,,Mr,Female
CUST-B2C-9394,Agatha Schmiedecke,Individual,B2C,Austria,(06869) 715038,agathaschmiedecke@example.com,Standard Selling,EUR,,,,,,Dr,Male
CUST-B2C-4326,Hans-Dietrich Naser,Individual,Retail,Austria,02137672083,hansdietrichnaser@example.com,Standard Selling,EUR,,,,,,Mrs,Female
CUST-B2C-7412,Dipl.-Ing. Juliane Gute B.A.,Individual,Retail,Austria,06241 891299,diplingjulianeguteba@example.com,Standard Selling,EUR,,,,,,Prof,Other
CUST-B2C-6525,Mikhail Liebelt B.Sc.,Individual,Retail,Switzerland,08493671701,mikhailliebeltbsc@example.com,Standard Selling,EUR,,,,,,Mrs,Female
